"","dispatch_date","Aggravated Assault Firearm","Aggravated Assault No Firearm","All Other Offenses","Arson","Burglary Non-Residential","Burglary Residential","Disorderly Conduct","DRIVING UNDER THE INFLUENCE","Embezzlement","Forgery and Counterfeiting","Fraud","Gambling Violations","Homicide - Criminal","Homicide - Criminal ","Homicide - Justifiable ","Liquor Law Violations","Motor Vehicle Theft","Narcotic / Drug Law Violations","Offenses Against Family and Children","Other Assaults","Other Sex Offenses (Not Commercialized)","Prostitution and Commercialized Vice","Public Drunkenness","Rape","Receiving Stolen Property","Robbery Firearm","Robbery No Firearm","Theft from Vehicle","Thefts","Vagrancy/Loitering","Vandalism/Criminal Mischief","Weapon Violations"
"2040",2015-08-02,10,14,132,2,6,19,4,13,1,0,19,0,0,0,0,1,3,16,0,80,1,0,0,1,0,13,7,35,49,3,45,5
"2041",2015-08-03,5,16,171,3,35,18,5,5,2,0,39,0,2,0,0,0,3,7,1,64,5,0,0,3,0,6,11,56,65,0,46,2
"2042",2015-08-04,4,16,121,0,4,23,4,5,2,1,40,0,0,0,0,0,7,29,0,67,2,8,1,5,0,8,11,52,76,1,65,4
"2043",2015-08-05,7,20,154,1,3,26,4,4,2,0,39,1,1,0,0,0,5,31,0,59,4,2,1,2,0,9,10,40,68,8,51,8
"2044",2015-08-06,6,15,170,2,4,26,2,6,0,0,32,0,0,0,0,0,6,35,1,66,2,3,1,0,0,7,6,35,66,3,44,5
"2045",2015-08-07,3,11,136,1,6,13,6,17,0,1,40,0,2,0,0,0,4,30,0,85,1,3,0,4,0,9,7,33,76,6,50,2
"2046",2015-08-08,9,14,118,0,3,17,11,14,0,1,24,0,1,3,0,4,5,9,0,65,1,0,2,3,0,6,8,27,70,5,55,4
"2047",2015-08-09,14,17,150,0,3,14,3,10,1,1,25,0,0,0,0,0,2,10,0,62,3,0,0,4,0,8,10,29,57,1,43,3
"2048",2015-08-10,5,16,171,2,5,26,1,10,1,0,42,0,0,0,0,0,8,14,0,62,2,0,0,3,0,7,14,36,80,0,59,3
"2049",2015-08-11,7,10,153,0,5,12,4,7,1,2,39,0,0,0,0,1,8,20,0,66,7,0,2,5,0,10,12,39,59,4,56,1
"2050",2015-08-12,13,11,166,1,3,23,7,8,3,1,44,1,0,0,0,0,7,17,3,67,6,9,0,5,0,6,15,37,67,8,50,5
"2051",2015-08-13,11,8,147,1,10,27,4,11,1,2,45,0,0,0,0,0,8,25,1,53,3,8,0,7,1,5,11,43,69,1,55,3
"2052",2015-08-14,10,9,148,0,3,6,6,16,0,1,32,0,0,0,0,0,3,18,0,67,3,0,3,1,0,7,8,32,71,3,37,3
"2053",2015-08-15,10,17,151,1,3,14,9,17,1,1,23,0,1,0,0,5,6,17,0,77,2,6,2,5,0,2,11,57,59,2,49,4
"2054",2015-08-16,10,23,106,1,1,24,9,7,0,0,18,0,1,0,0,0,1,8,0,50,0,0,3,8,0,18,10,36,60,1,54,2
"2055",2015-08-17,9,16,135,0,4,28,7,8,1,2,41,0,1,0,0,1,5,13,2,75,4,0,1,4,0,10,6,45,82,4,52,3
"2056",2015-08-18,10,15,126,2,6,33,5,8,0,2,43,0,1,0,0,1,6,26,0,84,1,9,1,6,0,10,13,48,83,6,37,4
"2057",2015-08-19,7,19,155,2,8,17,9,10,2,1,37,0,0,0,0,1,6,22,0,64,1,7,2,3,0,10,15,45,72,4,59,5
"2058",2015-08-20,2,18,140,2,11,18,6,11,0,1,26,0,0,0,0,0,5,22,0,62,4,2,2,4,0,9,13,51,74,7,32,3
"2059",2015-08-21,8,18,151,1,6,17,14,5,0,0,32,0,1,0,0,1,6,17,0,73,3,2,0,2,0,6,16,37,94,5,62,2
"2060",2015-08-22,11,17,147,1,2,23,11,15,0,0,20,1,1,0,0,0,5,16,1,61,2,4,3,1,0,10,10,30,73,8,35,6
"2061",2015-08-23,10,19,123,0,3,12,10,16,0,0,13,0,0,0,0,5,2,8,0,75,2,0,1,4,0,14,4,44,48,2,52,4
"2062",2015-08-24,8,21,131,2,7,38,8,8,1,0,40,0,2,0,0,0,2,11,0,69,5,6,1,4,0,9,11,40,82,3,57,4
"2063",2015-08-25,13,17,147,0,7,26,11,9,2,0,51,1,0,0,0,0,6,24,0,67,9,4,1,3,1,6,13,52,84,4,59,5
"2064",2015-08-26,15,22,127,1,4,23,5,3,1,1,37,7,1,0,0,0,3,23,0,74,3,5,0,4,0,12,16,27,70,4,46,3
"2065",2015-08-27,2,11,136,1,4,28,8,9,1,2,30,0,2,0,0,1,7,20,1,67,3,5,2,4,0,13,16,40,74,3,41,5
"2066",2015-08-28,3,16,142,0,3,26,11,6,0,1,44,0,0,0,0,3,3,34,0,64,3,7,1,6,0,7,8,35,67,3,35,3
"2067",2015-08-29,9,27,126,3,7,14,13,11,0,0,17,0,0,0,0,0,4,16,0,62,1,0,1,2,0,5,12,42,73,2,54,1
"2068",2015-08-30,13,22,109,1,3,25,6,16,0,0,14,0,0,0,0,0,6,8,1,69,6,0,1,6,1,6,7,56,61,1,44,3
"2069",2015-08-31,6,14,104,3,8,25,5,6,1,1,51,0,2,0,0,0,2,16,0,84,1,10,0,5,0,5,12,57,72,4,50,3
"2070",2015-09-01,8,19,141,0,1,22,7,2,2,0,40,0,1,0,0,0,5,35,0,68,1,4,0,4,0,14,11,44,78,3,54,8
"2071",2015-09-02,2,15,150,1,5,22,3,7,2,2,35,0,1,0,0,0,11,27,0,56,0,4,1,4,0,14,11,37,70,0,52,2
"2072",2015-09-03,9,22,136,2,1,28,12,12,4,0,34,0,0,0,0,1,3,30,0,66,1,4,2,5,0,7,8,18,71,0,42,2
"2073",2015-09-04,5,20,171,3,4,27,6,10,1,4,43,0,2,0,0,0,4,31,0,75,2,3,2,5,0,8,17,38,70,0,53,3
"2074",2015-09-05,9,14,137,0,2,13,14,19,0,0,18,0,1,0,0,1,4,21,0,57,5,1,1,3,0,15,13,43,62,1,55,4
"2075",2015-09-06,12,16,84,0,3,9,10,18,1,0,14,0,0,0,0,0,3,11,1,79,0,0,1,2,0,14,14,19,61,0,46,1
"2076",2015-09-07,13,35,119,0,2,19,10,11,0,0,30,0,1,0,0,0,5,6,0,67,2,0,2,4,0,9,17,37,66,0,48,0
"2077",2015-09-08,7,14,132,2,5,18,8,6,2,0,46,0,0,0,0,0,3,37,0,79,0,3,1,7,0,6,18,43,82,0,52,6
"2078",2015-09-09,4,12,124,2,3,19,7,6,0,0,41,0,0,0,0,0,5,21,0,58,1,3,2,2,0,7,10,36,75,0,43,2
"2079",2015-09-10,4,10,79,0,2,16,4,6,5,1,35,0,0,0,0,0,3,18,3,62,2,5,0,6,0,9,13,23,69,0,42,4
"2080",2015-09-11,1,7,141,0,4,16,10,18,8,0,44,0,0,1,0,0,4,20,0,84,2,8,1,6,1,6,11,23,60,0,40,3
"2081",2015-09-12,6,16,92,0,7,19,5,14,1,1,23,0,0,0,0,0,5,21,0,61,4,2,2,3,0,5,9,24,83,0,51,3
"2082",2015-09-13,5,17,119,0,7,19,4,8,0,0,9,0,0,0,0,0,2,6,0,79,2,0,0,2,0,9,16,36,66,0,52,4
"2083",2015-09-14,9,13,106,0,12,25,7,10,1,0,43,0,0,0,0,1,5,18,0,50,5,0,2,3,0,11,9,44,86,1,44,1
"2084",2015-09-15,5,16,102,1,4,18,6,8,3,0,54,1,3,0,0,0,5,37,0,72,3,0,1,5,0,12,11,37,72,1,53,2
"2085",2015-09-16,3,17,104,0,4,19,8,5,4,0,31,0,2,0,0,0,4,32,1,85,4,6,3,7,0,6,10,37,72,0,45,6
"2086",2015-09-17,5,16,138,2,2,18,14,8,3,0,34,0,0,0,0,0,8,32,0,68,1,4,1,3,0,13,6,39,64,1,42,9
"2087",2015-09-18,10,16,132,1,7,25,10,27,3,0,38,0,1,1,0,1,3,28,0,85,2,12,0,2,0,13,7,41,80,0,50,3
"2088",2015-09-19,6,24,110,0,6,17,6,16,1,0,21,0,1,0,0,1,4,22,0,63,2,0,2,0,1,8,12,37,63,0,55,5
"2089",2015-09-20,8,25,93,3,4,19,6,20,0,0,13,0,0,0,1,1,6,9,0,75,3,0,3,2,0,9,8,47,60,0,58,0
"2090",2015-09-21,6,15,89,1,9,23,4,8,1,0,37,0,1,2,0,0,6,12,1,72,1,0,0,9,0,16,10,42,92,0,47,6
"2091",2015-09-22,12,15,116,0,1,25,7,5,0,0,37,0,0,0,0,0,7,27,0,65,9,4,0,5,0,9,12,33,67,0,49,4
"2092",2015-09-23,9,14,121,1,5,19,12,7,0,1,27,0,2,1,0,0,3,21,0,76,4,3,0,4,0,13,9,32,73,0,49,3
"2093",2015-09-24,2,10,64,0,4,22,5,7,2,0,36,0,0,1,0,0,4,18,2,63,5,0,1,2,0,11,13,29,68,0,39,2
"2094",2015-09-25,5,22,61,2,1,15,4,9,3,0,27,0,1,0,0,0,3,13,0,62,0,0,1,3,0,13,13,44,80,0,50,3
"2095",2015-09-26,3,13,58,0,4,11,5,8,0,1,19,0,0,0,0,0,2,6,0,64,4,2,0,1,0,10,17,29,56,0,52,0
"2096",2015-09-27,7,18,42,3,6,11,4,10,0,0,11,0,0,0,0,0,1,2,0,59,1,0,0,4,0,9,13,38,52,0,47,2
"2097",2015-09-28,11,11,66,3,5,22,3,2,1,0,31,0,0,1,0,0,7,10,0,56,1,0,0,2,0,13,9,38,90,0,44,0
"2098",2015-09-29,5,15,96,4,4,16,9,3,4,1,49,0,1,0,0,0,7,19,0,53,4,0,0,3,0,13,6,33,74,0,43,5
"2099",2015-09-30,7,18,96,1,5,26,4,3,1,1,23,0,1,0,0,0,6,20,0,68,2,7,0,6,0,10,10,46,75,0,42,7
"2100",2015-10-01,6,10,110,2,1,25,3,9,0,0,36,0,0,1,0,0,1,29,1,55,1,6,0,2,0,9,11,35,59,0,31,0
"2101",2015-10-02,3,10,61,0,2,19,3,10,0,1,34,0,1,0,0,0,2,9,0,46,1,0,1,1,0,10,5,24,58,0,26,4
"2102",2015-10-03,4,12,94,1,4,17,4,14,0,1,16,0,2,2,0,0,2,15,0,50,2,5,0,0,0,9,15,34,53,0,37,2
"2103",2015-10-04,5,14,75,1,2,24,9,13,0,0,13,0,0,0,2,0,4,4,0,52,4,0,1,1,0,9,8,29,51,0,52,1
"2104",2015-10-05,3,8,89,0,1,16,5,7,3,0,32,0,0,0,0,0,9,12,1,77,3,0,0,6,0,11,9,42,64,0,50,2
"2105",2015-10-06,6,14,144,1,2,28,12,9,0,1,35,1,2,0,0,0,5,37,0,76,2,3,0,5,0,8,10,48,74,0,36,5
"2106",2015-10-07,4,26,131,1,9,18,9,9,3,1,32,0,1,0,0,0,7,34,0,67,4,3,1,3,0,9,13,34,69,0,41,8
"2107",2015-10-08,9,18,114,2,5,24,8,8,0,0,47,0,0,0,0,0,7,26,0,64,5,6,2,4,0,9,12,35,74,0,26,4
"2108",2015-10-09,5,20,96,1,3,17,4,9,6,0,42,0,0,0,0,0,6,28,0,73,7,2,3,4,0,12,9,35,65,0,44,4
"2109",2015-10-10,3,14,122,0,4,20,10,17,0,0,22,0,0,0,0,3,3,21,0,48,1,0,1,1,0,6,13,25,49,0,46,4
"2110",2015-10-11,10,23,150,0,4,13,12,9,0,0,9,0,1,0,0,0,8,9,0,70,0,2,2,0,0,10,14,29,42,0,39,0
"2111",2015-10-12,4,14,140,2,7,22,4,6,1,1,31,0,0,0,0,0,3,12,1,72,3,0,2,2,0,7,14,58,48,0,49,0
"2112",2015-10-13,4,9,123,2,8,20,5,3,1,2,45,0,3,0,0,0,7,23,0,87,4,7,0,3,0,8,15,48,85,0,53,8
"2113",2015-10-14,7,15,142,0,2,29,5,11,2,1,47,0,1,0,0,0,11,27,0,67,3,6,3,5,0,7,12,41,64,0,43,8
"2114",2015-10-15,7,15,119,1,8,15,4,9,0,0,31,0,0,0,0,0,3,24,1,57,5,5,0,2,0,8,17,29,57,1,37,3
"2115",2015-10-16,10,13,103,0,0,12,8,7,1,1,42,0,0,0,0,3,7,27,0,73,5,4,0,2,0,11,8,33,62,0,35,9
"2116",2015-10-17,6,11,92,1,1,16,8,14,1,1,30,0,2,0,0,0,5,16,1,36,2,2,2,2,0,13,9,37,39,0,36,4
"2117",2015-10-18,8,13,77,0,1,8,7,14,0,0,15,0,1,0,0,1,5,8,0,53,1,0,0,1,0,5,10,33,50,0,47,1
"2118",2015-10-19,6,15,73,2,3,36,4,11,2,2,30,0,0,0,0,0,0,14,0,68,4,0,2,1,0,7,7,35,61,0,40,1
"2119",2015-10-20,11,14,93,1,2,33,6,9,1,0,39,0,2,0,0,0,1,26,0,82,4,5,2,2,0,13,6,35,68,0,33,6
"2120",2015-10-21,5,13,99,0,3,14,6,8,0,0,39,0,1,0,0,0,4,25,0,94,8,3,2,5,0,9,13,34,78,1,40,7
"2121",2015-10-22,6,22,101,1,7,21,4,6,3,3,36,0,2,1,0,0,5,34,0,72,4,11,0,4,0,7,9,56,64,0,34,5
"2122",2015-10-23,3,18,97,2,1,21,4,11,0,0,31,0,1,0,0,0,2,25,0,80,9,2,1,6,0,12,6,36,71,0,34,8
"2123",2015-10-24,4,12,143,1,0,17,4,21,1,1,17,0,0,0,0,3,4,20,0,52,0,4,0,4,0,8,9,38,51,0,38,4
"2124",2015-10-25,5,17,108,1,1,12,11,14,0,0,14,0,0,0,0,0,4,9,1,60,3,0,2,5,0,5,12,26,65,0,51,1
"2125",2015-10-26,2,13,98,0,1,20,5,7,0,2,46,0,1,0,0,0,3,8,0,73,3,0,0,5,0,8,14,37,72,0,48,5
"2126",2015-10-27,3,10,117,0,4,19,9,6,5,0,53,0,0,0,0,1,9,40,1,91,4,4,1,4,2,7,18,39,75,0,34,8
"2127",2015-10-28,2,12,76,0,2,16,8,6,0,0,29,0,0,0,0,1,9,28,1,64,1,5,1,0,1,6,12,31,55,0,30,17
"2128",2015-10-29,3,11,93,0,2,24,12,5,6,1,31,0,1,0,0,0,2,30,0,73,5,7,0,1,0,7,10,49,57,1,36,6
"2129",2015-10-30,5,7,94,1,3,10,6,9,1,0,43,0,0,0,0,0,3,38,0,70,6,1,1,3,0,9,16,30,79,0,70,3
"2130",2015-10-31,5,15,105,0,1,14,5,18,0,0,16,0,2,0,0,1,1,13,0,60,1,0,1,2,0,7,10,30,55,0,77,6
"2131",2015-11-01,8,17,92,0,2,16,9,19,0,0,25,0,3,0,0,0,6,3,3,55,5,0,0,6,0,9,17,34,60,0,59,3
"2132",2015-11-02,5,19,121,0,10,26,6,7,2,1,42,0,1,0,0,0,2,14,0,76,6,0,1,9,0,9,14,39,84,0,46,4
"2133",2015-11-03,6,16,92,2,6,20,9,5,0,0,41,0,1,0,0,0,3,19,0,66,5,7,3,3,0,7,10,42,60,0,47,4
"2134",2015-11-04,4,15,105,3,6,21,15,11,1,0,36,0,0,0,0,0,3,29,0,59,2,1,0,4,0,12,8,28,82,0,43,3
"2135",2015-11-05,5,14,94,1,2,23,6,6,0,2,35,2,0,0,0,0,3,33,0,70,3,14,2,6,0,5,11,29,57,0,34,5
"2136",2015-11-06,5,16,101,0,4,13,13,12,1,0,36,0,3,0,0,1,4,35,0,65,6,3,1,3,0,11,11,29,47,0,40,3
"2137",2015-11-07,11,15,161,0,0,16,15,14,0,0,26,0,0,0,0,1,7,22,0,66,1,0,1,6,0,11,14,39,44,0,45,1
"2138",2015-11-08,7,21,81,3,2,13,7,15,0,0,11,0,0,0,0,0,2,6,1,57,1,0,3,2,0,6,7,30,44,0,39,1
"2139",2015-11-09,2,12,107,2,3,15,7,16,2,2,34,0,0,0,0,0,5,20,1,66,3,0,0,8,0,4,17,39,70,0,40,4
"2140",2015-11-10,6,15,80,1,6,18,10,6,0,0,33,0,2,0,0,0,3,24,0,66,3,2,1,3,1,13,8,47,77,0,29,6
"2141",2015-11-11,5,11,91,1,4,10,6,3,1,0,26,1,1,0,0,0,4,36,0,62,1,8,1,3,0,13,8,41,53,0,51,4
"2142",2015-11-12,4,17,95,0,2,15,6,8,0,1,38,0,0,0,0,0,7,29,0,85,2,4,1,4,0,5,11,41,61,0,45,5
"2143",2015-11-13,5,9,86,0,1,15,9,8,0,0,45,0,1,0,0,1,1,26,1,67,6,7,1,3,0,6,17,53,68,0,40,4
"2144",2015-11-14,5,12,102,1,5,10,11,14,1,0,13,0,1,0,0,1,5,19,0,53,2,0,1,3,0,6,7,32,58,0,42,1
"2145",2015-11-15,14,8,90,2,4,5,4,17,0,0,7,0,2,0,0,1,3,5,0,58,0,0,0,5,0,12,9,29,51,0,51,3
"2146",2015-11-16,10,16,91,1,3,15,3,5,2,0,25,0,0,0,0,1,9,16,0,69,2,0,2,2,0,9,15,39,55,0,51,5
"2147",2015-11-17,4,11,115,0,4,23,10,6,0,0,38,0,0,0,0,0,3,37,2,59,5,4,4,4,0,5,5,39,75,0,45,5
"2148",2015-11-18,6,12,90,1,0,17,10,6,1,2,36,0,0,0,0,0,1,43,0,62,1,3,1,2,0,5,12,25,56,0,39,9
"2149",2015-11-19,10,13,70,1,4,20,10,6,1,1,40,0,0,0,0,1,6,15,0,61,5,3,0,3,0,12,6,37,60,0,24,3
"2150",2015-11-20,4,15,74,2,2,24,8,14,0,0,46,0,0,0,0,2,4,39,1,76,3,2,3,4,0,4,18,41,65,0,42,6
"2151",2015-11-21,4,14,76,3,2,12,5,19,3,0,19,0,0,0,0,4,3,31,0,53,6,2,2,1,1,6,11,48,55,0,51,8
"2152",2015-11-22,4,14,70,0,3,13,5,19,0,1,14,0,1,0,0,0,4,7,0,44,3,0,2,4,0,9,7,29,51,0,49,3
"2153",2015-11-23,6,13,56,0,7,14,5,5,1,0,40,0,3,0,0,0,4,19,0,72,4,1,0,6,0,11,8,36,66,0,52,2
"2154",2015-11-24,6,11,100,0,1,13,12,7,2,0,47,0,0,0,0,2,4,20,0,52,4,2,0,1,0,5,15,44,72,0,38,4
"2155",2015-11-25,6,16,61,0,2,21,6,7,0,0,35,0,0,0,0,1,2,20,0,44,2,1,3,5,0,9,10,30,43,0,37,6
"2156",2015-11-26,3,9,28,0,1,10,2,11,0,0,16,0,1,0,0,0,0,2,0,36,1,0,1,1,0,5,5,29,19,0,47,2
"2157",2015-11-27,5,14,103,0,3,16,8,11,1,0,15,0,0,0,0,4,5,27,0,52,2,1,0,3,0,12,11,27,80,0,52,2
"2158",2015-11-28,2,9,94,0,7,18,13,20,0,0,13,0,0,0,0,0,0,19,1,56,1,0,1,3,0,5,10,37,60,0,46,1
"2159",2015-11-29,5,10,57,0,7,15,2,10,0,0,25,0,0,0,0,0,4,11,0,40,0,0,3,6,0,9,7,44,40,0,47,2
"2160",2015-11-30,9,18,68,2,8,26,2,5,2,0,33,0,1,0,0,1,3,15,0,65,5,0,0,3,0,8,11,32,79,0,59,4
"2161",2015-12-01,9,12,70,0,4,16,6,7,0,0,37,0,0,0,0,4,3,12,0,52,2,3,1,4,0,12,6,39,53,0,25,4
"2162",2015-12-02,3,12,64,1,2,14,9,10,3,0,34,1,2,0,0,2,1,22,0,64,5,3,2,2,0,9,12,33,56,0,33,3
"2163",2015-12-03,2,7,79,3,2,15,2,8,1,1,31,0,0,1,0,0,5,29,0,55,1,1,0,5,0,5,10,54,64,1,52,10
"2164",2015-12-04,2,13,94,1,1,15,4,14,4,0,33,0,0,0,0,1,2,26,0,80,9,4,3,6,0,5,10,37,63,0,36,8
"2165",2015-12-05,2,14,119,0,5,11,9,23,0,0,16,0,0,0,0,0,5,26,0,55,0,2,2,0,0,6,5,20,68,0,56,3
"2166",2015-12-06,6,10,70,0,2,15,5,23,0,0,17,0,0,0,0,1,1,9,0,67,0,0,1,3,0,8,7,53,59,0,50,3
"2167",2015-12-07,9,13,89,1,3,19,6,10,1,0,33,0,0,1,0,1,4,16,0,87,1,0,2,2,0,8,9,39,68,0,41,5
"2168",2015-12-08,5,19,75,1,2,16,7,11,3,0,35,0,0,0,0,0,1,20,1,60,6,4,2,7,0,12,8,29,47,0,40,8
"2169",2015-12-09,1,18,77,0,1,15,9,8,1,0,27,0,1,0,0,0,6,39,0,59,6,3,2,3,0,9,19,36,69,0,43,6
"2170",2015-12-10,9,19,82,3,0,20,16,10,2,0,29,0,1,0,0,0,2,29,0,85,6,4,2,5,0,6,10,40,84,0,43,3
"2171",2015-12-11,8,12,84,0,2,24,11,12,3,0,29,0,1,0,0,1,2,29,0,87,1,12,3,2,0,6,7,24,70,0,41,2
"2172",2015-12-12,3,14,109,1,3,18,7,15,0,1,21,0,0,0,0,5,3,16,0,57,0,0,3,1,0,8,4,39,54,0,52,2
"2173",2015-12-13,7,12,76,1,3,13,7,14,1,0,21,0,1,0,0,4,3,7,0,63,2,0,2,2,0,11,6,37,40,0,54,2
"2174",2015-12-14,9,14,71,1,6,24,4,6,1,2,38,0,0,0,0,1,4,19,0,66,4,0,0,4,0,14,10,30,82,0,27,4
"2175",2015-12-15,7,23,82,1,2,19,4,6,0,1,40,1,0,0,0,0,6,16,0,80,6,4,1,7,0,9,13,42,79,0,41,2
"2176",2015-12-16,8,11,76,0,4,14,4,9,0,2,45,0,2,1,0,2,2,32,0,74,5,5,0,2,0,8,10,41,63,0,52,6
"2177",2015-12-17,5,15,93,1,2,20,3,10,3,2,36,0,0,0,0,2,2,18,0,72,4,3,1,3,0,11,8,43,51,0,39,2
"2178",2015-12-18,4,13,77,0,6,19,9,16,0,1,29,0,0,0,0,1,3,24,0,62,0,0,1,3,0,11,6,39,70,0,35,0
"2179",2015-12-19,7,14,75,2,2,11,6,12,0,0,18,0,1,0,0,5,3,16,1,54,0,3,0,7,0,5,8,25,60,0,34,2
"2180",2015-12-20,11,15,39,2,2,8,7,14,1,1,14,0,1,0,0,0,2,3,1,47,0,0,1,2,0,9,12,36,67,0,47,2
"2181",2015-12-21,1,7,50,3,5,22,6,5,4,0,21,0,2,0,0,0,3,10,0,60,6,0,2,6,0,9,13,52,77,0,36,2
"2182",2015-12-22,4,8,77,1,4,21,9,3,2,1,34,0,2,0,0,1,5,15,0,70,8,2,2,1,0,7,12,42,87,0,51,7
"2183",2015-12-23,8,8,52,0,2,21,2,11,2,1,36,0,1,1,0,1,2,10,0,62,2,0,0,4,0,15,10,43,64,0,30,7
"2184",2015-12-24,6,6,49,0,7,10,2,13,1,0,23,0,0,1,0,1,4,3,0,49,1,0,4,7,0,8,6,52,64,0,29,1
"2185",2015-12-25,5,12,12,1,2,12,2,3,0,0,3,0,2,0,0,0,2,0,0,41,2,0,0,0,0,4,3,17,24,0,31,1
"2186",2015-12-26,15,17,80,2,4,21,10,7,2,0,14,0,1,0,0,0,5,15,1,47,0,0,1,3,0,11,17,26,46,0,46,3
"2187",2015-12-27,7,10,50,0,1,17,6,13,0,1,15,0,0,0,0,0,4,12,0,50,1,0,2,1,0,4,5,40,49,0,53,2
"2188",2015-12-28,3,13,70,0,3,24,5,6,0,3,40,0,1,0,0,0,6,11,0,53,6,0,1,3,0,5,12,47,68,0,47,0
"2189",2015-12-29,10,11,110,0,4,15,4,3,1,0,35,0,0,0,0,2,7,34,0,31,8,4,0,2,0,6,17,48,64,0,49,5
"2190",2015-12-30,3,15,79,0,4,20,5,14,2,0,25,0,3,0,0,1,6,29,0,54,10,4,1,7,0,7,6,27,65,0,44,8
"2191",2015-12-31,8,10,86,0,2,16,6,15,1,0,27,0,1,0,0,0,6,30,0,46,3,0,1,8,0,9,5,28,54,0,38,9
"2192",2016-01-01,4,10,29,1,2,9,8,24,0,0,13,0,1,0,0,3,4,8,0,61,2,0,2,1,0,8,6,26,29,0,50,6
"2193",2016-01-02,3,20,62,0,4,13,11,9,1,1,18,0,1,0,0,1,5,33,0,49,1,0,2,1,0,5,6,35,58,2,45,5
"2194",2016-01-03,6,13,46,0,7,16,5,12,0,0,18,0,1,0,0,1,0,7,0,33,1,0,2,1,0,9,7,41,46,0,32,4
"2195",2016-01-04,4,15,39,0,2,18,2,3,1,0,35,0,0,0,0,0,4,15,1,50,5,0,0,4,0,13,3,40,77,0,39,1
"2196",2016-01-05,7,13,75,0,0,20,3,5,1,0,36,0,0,0,0,0,4,24,0,52,4,6,3,2,0,8,7,26,57,0,34,6
"2197",2016-01-06,3,13,80,0,2,16,7,7,1,1,30,0,1,0,0,0,3,25,0,61,3,7,1,3,0,4,10,33,55,0,32,3
"2198",2016-01-07,8,6,74,2,1,14,2,8,0,0,20,0,0,0,0,0,1,35,0,67,2,1,5,3,1,13,13,30,65,0,31,7
"2199",2016-01-08,8,10,69,1,4,13,7,10,2,1,38,0,0,0,0,1,9,21,0,57,5,4,4,4,0,6,9,31,67,0,32,10
"2200",2016-01-09,7,8,60,0,1,13,8,15,0,3,21,0,1,0,0,0,4,26,0,52,1,2,3,3,0,11,8,30,42,0,35,5
"2201",2016-01-10,10,18,48,2,7,14,6,16,0,0,15,0,0,0,0,1,6,8,0,58,1,0,1,5,0,7,7,38,33,2,24,3
"2202",2016-01-11,3,13,51,1,4,18,2,2,2,2,29,0,0,0,0,0,3,8,1,55,0,3,0,1,0,11,9,40,63,0,50,5
"2203",2016-01-12,7,15,51,1,3,15,10,7,2,0,35,0,1,0,0,0,1,30,1,64,2,4,4,4,0,11,12,30,67,0,35,8
"2204",2016-01-13,4,12,70,0,3,12,3,13,2,0,36,0,0,1,0,0,2,27,0,70,2,4,3,3,0,6,6,20,64,0,32,6
"2205",2016-01-14,8,6,50,0,2,17,2,5,3,0,38,0,0,0,0,0,6,26,0,56,3,5,3,0,0,10,10,27,61,0,45,5
"2206",2016-01-15,5,14,58,3,4,13,8,13,3,0,27,0,0,0,0,0,5,27,0,76,3,0,1,2,1,7,4,32,63,0,41,11
"2207",2016-01-16,9,10,65,0,2,10,9,18,0,0,27,0,3,0,0,0,4,22,0,63,1,0,0,2,0,10,9,34,51,0,49,1
"2208",2016-01-17,10,16,45,3,2,10,3,14,0,0,22,0,2,1,0,0,2,10,1,46,0,3,4,2,0,17,6,37,46,0,42,4
"2209",2016-01-18,4,4,49,2,5,16,2,11,2,0,26,0,0,0,0,0,4,9,0,55,4,0,0,6,0,5,7,31,61,0,38,5
"2210",2016-01-19,6,6,65,2,5,15,1,7,3,2,29,0,2,0,0,0,6,29,0,48,3,5,2,5,0,11,15,30,40,0,30,5
"2211",2016-01-20,3,11,46,0,3,10,9,14,0,0,39,0,1,0,0,0,5,28,0,59,1,5,1,4,1,12,13,42,69,0,35,13
"2212",2016-01-21,8,10,60,0,49,11,1,9,0,0,27,0,0,0,0,0,5,29,0,72,8,7,3,2,0,6,8,38,63,0,41,11
"2213",2016-01-22,8,10,41,0,6,13,7,4,1,1,39,0,1,0,0,0,8,20,0,57,2,0,0,4,0,7,6,31,53,0,32,4
"2214",2016-01-23,2,5,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,6,5,10,0,10,1
"2215",2016-01-24,2,9,16,0,1,2,2,3,0,0,9,0,0,0,0,0,1,3,0,38,1,0,0,1,0,7,2,13,15,0,24,0
"2216",2016-01-25,3,6,31,1,1,12,2,1,0,1,39,0,0,0,0,0,3,7,0,61,2,0,0,4,0,11,6,12,44,1,31,0
"2217",2016-01-26,2,10,59,1,5,6,5,12,1,1,40,0,0,0,0,0,0,17,1,47,3,1,2,4,0,12,7,22,49,0,33,4
"2218",2016-01-27,4,10,56,2,3,14,4,6,2,0,44,0,1,0,0,0,7,26,0,64,3,9,1,3,0,10,8,26,60,0,35,2
"2219",2016-01-28,2,14,99,0,1,8,4,19,0,0,36,0,0,0,0,0,5,23,0,62,4,4,0,3,0,7,7,25,75,0,25,7
"2220",2016-01-29,1,10,66,0,5,16,6,6,2,0,44,0,0,0,0,0,2,17,0,81,5,1,2,4,0,5,14,26,46,0,29,6
"2221",2016-01-30,3,20,87,3,3,8,13,25,1,0,30,0,0,0,0,0,1,25,0,61,1,1,3,3,0,8,5,20,35,0,33,5
