"","date_value","arrests_violent","arrests_property","arrests_drugs","arrests_firearms","arrests_other","arrests_uncategorized","charges_violent","charges_property","charges_drugs","charges_firearms","charges_other","charges_uncategorized"
"808",2016-03-18,35,17,53,3,12,25,38,21,46,2,11,13
"809",2016-03-19,26,10,45,4,1,32,32,17,48,4,1,14
"810",2016-03-20,24,5,25,4,4,21,30,7,33,4,5,19
"811",2016-03-21,24,12,20,3,3,13,23,12,21,4,2,6
"812",2016-03-22,36,30,43,3,0,22,23,17,16,3,1,12
"813",2016-03-23,24,16,72,1,0,28,21,17,65,1,2,8
"814",2016-03-24,33,15,80,9,4,30,25,16,77,5,4,14
"815",2016-03-25,29,24,83,5,7,23,30,16,90,9,5,12
"816",2016-03-26,13,17,55,0,7,33,22,32,65,1,7,17
"817",2016-03-27,21,5,21,0,0,16,14,12,36,0,0,12
"818",2016-03-28,28,15,21,0,0,14,24,7,13,2,1,9
"819",2016-03-29,47,22,31,7,5,27,32,22,27,5,4,16
"820",2016-03-30,22,18,39,12,10,20,27,19,38,13,8,19
"821",2016-03-31,23,27,50,5,6,25,28,32,42,5,7,8
"822",2016-04-01,27,16,40,8,3,28,15,23,49,4,3,11
"823",2016-04-02,24,18,46,3,2,31,24,20,38,7,2,15
"824",2016-04-03,25,18,25,0,2,12,34,13,36,1,1,10
"825",2016-04-04,14,6,14,3,0,15,20,15,19,3,2,6
"826",2016-04-05,21,17,31,2,1,39,18,14,18,2,1,14
"827",2016-04-06,12,33,51,5,6,17,14,33,50,5,6,6
"828",2016-04-07,16,24,47,2,1,27,22,23,45,5,1,15
"829",2016-04-08,27,16,56,2,4,27,8,17,44,2,3,12
"830",2016-04-09,20,11,73,4,0,19,35,10,88,1,1,13
"831",2016-04-10,11,10,34,3,2,18,13,17,45,5,3,11
"832",2016-04-11,16,30,12,0,0,21,11,20,9,1,0,10
"833",2016-04-12,24,12,45,7,0,33,19,19,32,2,0,16
"834",2016-04-13,26,22,69,2,4,43,27,24,58,5,5,21
"835",2016-04-14,23,16,53,8,10,28,28,19,60,7,10,15
"836",2016-04-15,28,29,71,3,2,29,26,25,58,3,2,18
"837",2016-04-16,29,15,75,4,6,24,25,16,69,5,5,9
"838",2016-04-17,28,13,36,4,1,21,30,26,68,4,7,8
"839",2016-04-18,28,15,18,4,0,19,26,13,16,1,1,8
"840",2016-04-19,37,26,33,3,4,27,32,17,21,5,5,8
"841",2016-04-20,22,29,37,2,5,21,16,27,45,2,4,19
"842",2016-04-21,27,12,57,3,8,27,34,22,35,3,7,8
"843",2016-04-22,20,29,34,4,4,23,17,22,51,2,5,14
"844",2016-04-23,21,10,62,2,4,18,26,16,64,4,4,22
"845",2016-04-24,20,11,34,1,2,20,29,12,45,1,2,13
"846",2016-04-25,33,24,21,4,12,25,23,23,19,3,8,12
"847",2016-04-26,37,24,26,6,5,28,27,31,22,7,6,11
"848",2016-04-27,15,23,32,3,4,23,16,24,24,2,3,5
"849",2016-04-28,34,27,41,6,9,38,32,19,38,6,10,12
"850",2016-04-29,23,16,43,8,3,31,21,22,44,5,2,18
"851",2016-04-30,23,13,56,4,2,37,19,10,51,7,2,13
"852",2016-05-01,19,11,38,2,3,21,27,14,51,3,2,9
"853",2016-05-02,35,19,21,4,1,14,26,17,24,3,2,4
"854",2016-05-03,14,16,43,1,3,17,23,11,25,3,3,15
"855",2016-05-04,30,22,51,7,2,30,28,18,54,3,0,18
"856",2016-05-05,26,30,72,7,7,31,27,20,56,3,5,22
"857",2016-05-06,42,24,73,5,8,24,39,32,73,6,12,13
"858",2016-05-07,28,10,39,5,2,24,22,15,67,5,0,7
"859",2016-05-08,21,21,35,5,0,21,27,17,32,7,1,10
"860",2016-05-09,27,16,27,0,2,24,26,15,26,1,2,11
"861",2016-05-10,19,11,56,2,5,20,18,14,30,2,5,6
"862",2016-05-11,41,7,47,2,3,31,29,9,62,1,3,17
"863",2016-05-12,22,16,64,5,7,41,38,13,69,5,3,17
"864",2016-05-13,32,18,39,5,7,17,29,14,52,2,9,15
"865",2016-05-14,23,18,56,3,3,34,23,23,48,4,3,10
"866",2016-05-15,23,9,27,0,0,14,17,12,32,2,0,9
"867",2016-05-16,13,17,23,0,1,20,22,21,22,0,1,10
"868",2016-05-17,32,14,41,5,4,25,31,15,25,4,4,7
"869",2016-05-18,31,8,56,2,0,23,20,12,66,3,0,12
"870",2016-05-19,28,18,47,7,1,15,24,19,48,5,1,15
"871",2016-05-20,30,62,55,7,11,30,21,26,52,5,12,19
"872",2016-05-21,40,26,69,7,1,27,38,56,68,7,1,13
"873",2016-05-22,23,22,25,2,3,24,20,29,32,4,3,7
"874",2016-05-23,22,15,27,6,1,14,26,22,19,5,0,6
"875",2016-05-24,31,23,39,2,5,18,26,15,26,2,4,1
"876",2016-05-25,20,24,37,5,6,19,21,20,45,6,7,8
"877",2016-05-26,33,16,50,5,10,38,34,64,41,2,11,28
"878",2016-05-27,23,23,60,9,2,31,29,25,65,10,1,8
"879",2016-05-28,32,11,62,0,5,41,15,12,65,2,4,17
"880",2016-05-29,19,10,18,5,0,30,31,10,21,1,1,19
"881",2016-05-30,20,9,22,2,1,22,18,12,25,3,0,17
"882",2016-05-31,24,23,20,3,7,19,22,17,20,3,7,13
"883",2016-06-01,40,23,47,4,2,17,26,19,33,2,0,5
"884",2016-06-02,23,41,65,3,5,36,42,17,54,4,6,13
"885",2016-06-03,32,17,61,7,8,29,34,19,61,4,10,15
"886",2016-06-04,41,14,60,5,3,27,46,8,71,6,2,15
"887",2016-06-05,21,11,18,0,0,17,27,17,26,2,0,14
"888",2016-06-06,31,13,17,3,0,22,31,12,13,1,0,10
"889",2016-06-07,33,49,20,2,0,26,27,14,16,3,0,9
"890",2016-06-08,21,19,55,3,1,22,20,20,37,4,1,12
"891",2016-06-09,29,16,43,1,6,25,39,27,54,1,6,9
"892",2016-06-10,34,13,44,3,4,25,28,17,41,2,4,13
"893",2016-06-11,29,16,56,0,7,41,36,16,59,0,7,18
"894",2016-06-12,14,12,24,1,3,18,15,14,27,1,5,13
"895",2016-06-13,33,13,13,1,3,14,29,18,13,0,2,11
"896",2016-06-14,34,25,38,1,7,32,30,19,24,2,6,9
"897",2016-06-15,46,20,66,2,12,25,29,33,55,5,11,16
"898",2016-06-16,32,23,57,7,5,26,37,19,60,3,7,11
"899",2016-06-17,24,21,68,1,4,30,45,26,55,3,4,11
"900",2016-06-18,19,13,31,6,2,18,32,30,72,4,2,15
"901",2016-06-19,13,8,34,3,0,19,17,7,35,3,0,13
"902",2016-06-20,38,11,18,6,1,29,28,14,12,5,0,6
"903",2016-06-21,28,37,49,0,0,26,26,19,28,3,0,10
"904",2016-06-22,31,25,38,2,3,20,34,37,43,1,2,13
"905",2016-06-23,24,34,28,3,1,29,26,47,39,3,4,13
"906",2016-06-24,33,23,32,1,4,23,29,21,25,2,3,12
"907",2016-06-25,27,17,31,3,1,21,32,20,49,2,1,13
"908",2016-06-26,29,9,20,4,8,17,26,11,13,2,6,10
"909",2016-06-27,23,15,25,5,4,19,24,15,18,4,5,17
"910",2016-06-28,30,24,28,2,11,25,24,23,22,4,0,16
"911",2016-06-29,18,22,57,6,15,34,34,16,53,4,13,15
"912",2016-06-30,40,21,50,2,0,33,28,12,51,3,11,6
"913",2016-07-01,22,14,54,6,2,30,31,11,51,5,2,19
"914",2016-07-02,25,20,39,2,3,43,33,20,49,2,1,20
"915",2016-07-03,19,7,36,0,0,22,27,15,37,1,2,14
"916",2016-07-04,12,10,15,2,1,16,8,9,21,2,2,7
"917",2016-07-05,25,17,35,1,0,25,31,21,15,0,0,18
"918",2016-07-06,23,13,46,4,5,31,24,13,49,4,5,13
"919",2016-07-07,24,13,35,2,1,27,16,19,43,3,2,22
"920",2016-07-08,34,13,32,2,4,26,25,14,34,1,4,19
"921",2016-07-09,22,9,36,2,5,22,32,11,40,2,6,8
"922",2016-07-10,15,16,26,3,0,18,11,11,22,2,1,4
"923",2016-07-11,27,24,18,2,0,8,35,23,22,2,0,9
"924",2016-07-12,21,19,20,1,6,19,27,21,16,2,6,10
"925",2016-07-13,27,19,37,6,6,26,13,18,28,1,4,13
"926",2016-07-14,25,19,35,3,3,21,27,20,38,5,3,10
"927",2016-07-15,21,14,33,2,2,28,19,12,37,3,2,11
"928",2016-07-16,17,13,51,1,0,22,18,18,41,0,0,9
"929",2016-07-17,32,9,13,3,1,13,35,4,25,4,1,9
"930",2016-07-18,19,23,13,2,2,17,17,34,11,1,1,8
"931",2016-07-19,18,18,21,4,6,25,22,19,15,4,6,8
"932",2016-07-20,18,16,38,4,6,26,18,14,36,4,7,7
"933",2016-07-21,43,16,28,4,2,25,34,17,36,5,2,12
"934",2016-07-22,16,13,9,1,3,7,22,19,11,0,2,5
"935",2016-07-23,23,11,7,1,1,15,32,32,9,2,0,8
"936",2016-07-24,21,8,22,0,0,11,21,8,12,0,0,8
"937",2016-07-25,29,8,12,1,3,11,31,7,15,1,0,8
"938",2016-07-26,9,20,9,1,12,19,12,13,10,0,14,3
"939",2016-07-27,23,16,8,2,17,18,26,21,9,2,6,13
"940",2016-07-28,21,12,10,0,8,13,17,10,9,1,12,5
"941",2016-07-29,16,14,6,3,0,13,19,21,7,1,8,7
"942",2016-07-30,21,11,14,3,0,12,16,7,10,4,0,8
"943",2016-07-31,15,11,16,3,2,24,16,15,18,4,1,10
"944",2016-08-01,13,22,21,1,0,22,16,21,8,1,0,8
"945",2016-08-02,25,27,30,4,1,16,19,19,30,5,1,7
"946",2016-08-03,25,16,32,3,8,16,22,23,34,4,4,6
"947",2016-08-04,26,15,41,4,4,29,36,16,28,5,7,6
"948",2016-08-05,23,17,36,2,3,22,24,18,44,1,3,16
"949",2016-08-06,24,26,23,2,4,22,26,21,33,2,5,8
"950",2016-08-07,16,13,19,0,7,18,15,17,18,1,6,7
"951",2016-08-08,27,16,11,3,2,30,22,12,11,2,1,7
"952",2016-08-09,38,23,29,3,10,30,38,21,21,3,1,17
"953",2016-08-10,34,31,50,10,0,35,32,16,43,6,10,20
"954",2016-08-11,31,23,60,5,4,22,26,17,54,5,4,16
"955",2016-08-12,17,19,33,3,2,17,62,24,45,6,2,10
"956",2016-08-13,26,16,48,6,1,23,32,21,52,6,2,9
"957",2016-08-14,18,10,18,3,1,25,20,14,19,3,0,15
"958",2016-08-15,42,29,16,3,1,14,28,17,14,3,1,7
"959",2016-08-16,24,13,29,3,5,24,21,21,25,2,1,7
"960",2016-08-17,35,17,52,2,4,23,24,12,35,2,6,16
"961",2016-08-18,30,21,46,1,3,34,26,23,53,1,3,8
"962",2016-08-19,21,26,46,1,4,19,26,19,36,2,5,12
"963",2016-08-20,32,17,42,2,0,25,17,17,57,2,0,9
"964",2016-08-21,20,25,29,2,2,33,30,19,30,2,2,16
"965",2016-08-22,18,18,21,4,3,25,31,22,11,0,1,5
"966",2016-08-23,29,15,25,3,2,20,29,24,25,6,3,11
"967",2016-08-24,34,13,48,9,4,38,32,7,43,5,4,10
"968",2016-08-25,32,23,36,7,3,28,34,22,39,10,3,17
"969",2016-08-26,17,16,41,4,6,22,18,17,31,4,7,6
"970",2016-08-27,26,19,38,2,1,22,18,17,47,3,1,11
"971",2016-08-28,32,12,21,3,0,30,24,16,19,2,0,13
"972",2016-08-29,29,12,17,3,0,24,33,14,26,2,0,14
"973",2016-08-30,26,23,15,3,24,26,21,20,13,3,1,9
"974",2016-08-31,25,30,45,2,0,30,20,22,39,3,23,16
"975",2016-09-01,38,18,37,7,2,29,30,19,40,4,1,10
"976",2016-09-02,19,17,37,2,2,39,33,22,35,6,5,15
"977",2016-09-03,13,22,32,4,2,35,29,22,41,2,1,13
"978",2016-09-04,21,20,30,1,1,17,17,24,30,2,2,9
"979",2016-09-05,9,17,14,2,1,16,10,16,14,3,2,1
"980",2016-09-06,21,21,32,8,3,26,11,23,16,6,0,8
"981",2016-09-07,35,20,41,8,4,29,26,17,40,7,6,14
"982",2016-09-08,24,28,32,6,7,30,25,16,34,6,4,9
"983",2016-09-09,26,26,28,3,1,43,30,30,37,6,2,18
"984",2016-09-10,37,7,56,4,1,29,21,16,46,4,1,15
"985",2016-09-11,24,12,23,1,1,16,41,12,30,1,1,13
"986",2016-09-12,19,13,14,6,0,21,12,13,10,1,0,6
"987",2016-09-13,30,33,35,5,1,29,23,16,30,6,1,8
"988",2016-09-14,21,16,35,2,4,36,30,22,28,5,3,11
"989",2016-09-15,35,23,35,1,8,37,30,17,40,1,7,14
"990",2016-09-16,19,42,52,6,7,20,22,29,39,4,12,20
"991",2016-09-17,18,10,34,2,1,34,23,20,46,2,1,4
"992",2016-09-18,26,13,13,4,3,20,31,16,24,4,2,8
"993",2016-09-19,37,13,26,3,2,16,33,15,8,2,1,6
"994",2016-09-20,22,22,28,4,0,23,21,22,38,2,0,8
"995",2016-09-21,22,29,39,4,4,31,12,39,35,7,3,14
"996",2016-09-22,16,30,60,3,9,25,30,26,47,4,10,19
"997",2016-09-23,27,9,19,6,4,24,32,24,41,3,4,17
"998",2016-09-24,25,16,41,6,6,32,22,11,29,8,6,20
"999",2016-09-25,13,12,15,5,1,24,11,8,24,2,1,8
"1000",2016-09-26,26,24,16,3,5,20,19,18,16,3,4,20
"1001",2016-09-27,30,22,49,3,4,24,34,25,17,4,7,16
"1002",2016-09-28,23,30,42,10,5,40,19,28,53,6,1,20
"1003",2016-09-29,25,15,53,3,11,27,38,20,53,7,4,12
"1004",2016-09-30,23,16,41,0,2,13,15,15,43,1,8,11
"1005",2016-10-01,13,10,46,4,2,25,14,14,53,3,2,7
"1006",2016-10-02,11,13,21,2,0,29,11,10,24,2,0,12
"1007",2016-10-03,22,17,17,3,1,23,16,16,19,4,1,13
"1008",2016-10-04,25,19,31,4,2,20,22,16,25,3,1,8
"1009",2016-10-05,22,40,48,3,7,31,24,23,51,1,7,14
"1010",2016-10-06,28,11,63,2,4,20,32,23,44,4,3,11
"1011",2016-10-07,19,22,64,3,14,29,27,19,64,4,17,14
"1012",2016-10-08,20,16,48,6,15,35,17,19,54,2,15,18
"1013",2016-10-09,26,17,16,2,0,17,34,15,29,4,1,8
"1014",2016-10-10,15,18,17,3,1,29,20,27,15,5,0,13
"1015",2016-10-11,21,30,22,4,0,20,18,29,21,1,2,5
"1016",2016-10-12,28,25,53,4,6,48,27,32,40,6,4,19
"1017",2016-10-13,26,14,55,7,6,39,12,12,48,4,8,10
"1018",2016-10-14,22,20,68,9,9,21,18,18,56,11,8,12
"1019",2016-10-15,27,8,48,3,3,24,27,17,69,4,3,17
"1020",2016-10-16,23,8,12,4,4,14,41,13,21,2,5,4
"1021",2016-10-17,26,14,17,3,5,13,29,12,8,5,3,9
"1022",2016-10-18,25,29,32,6,0,36,18,50,23,1,2,8
"1023",2016-10-19,32,29,40,4,11,25,27,18,34,5,0,15
"1024",2016-10-20,39,17,52,4,5,37,33,12,40,6,16,14
"1025",2016-10-21,17,26,64,3,4,32,35,19,63,4,3,19
"1026",2016-10-22,21,17,42,6,6,16,23,33,68,5,5,6
"1027",2016-10-23,28,19,22,3,0,24,29,24,26,3,2,11
"1028",2016-10-24,21,29,21,0,1,21,22,29,12,3,0,17
"1029",2016-10-25,24,23,35,3,11,25,19,19,33,2,12,14
"1030",2016-10-26,34,13,58,4,5,31,33,16,41,2,4,13
"1031",2016-10-27,30,28,62,7,9,27,34,26,49,9,6,18
"1032",2016-10-28,29,24,29,3,3,29,31,15,58,4,3,16
"1033",2016-10-29,20,10,57,5,4,27,24,15,50,4,5,23
"1034",2016-10-30,25,8,17,1,2,14,22,9,32,2,2,8
"1035",2016-10-31,25,15,20,2,0,16,29,17,15,2,1,9
"1036",2016-11-01,24,18,24,3,3,13,19,11,14,2,3,8
"1037",2016-11-02,24,32,26,5,6,30,32,28,27,3,4,11
"1038",2016-11-03,23,19,41,7,8,21,18,29,38,8,9,10
"1039",2016-11-04,23,24,35,4,1,23,26,23,42,6,1,13
"1040",2016-11-05,25,14,55,3,1,22,17,15,58,3,1,5
"1041",2016-11-06,19,11,25,2,5,31,21,12,24,3,4,16
"1042",2016-11-07,21,16,13,1,9,18,28,20,14,1,7,21
"1043",2016-11-08,31,19,17,2,1,29,29,14,17,1,3,13
"1044",2016-11-09,23,18,36,5,3,19,23,20,19,3,0,10
"1045",2016-11-10,22,21,35,2,6,29,21,21,34,5,6,14
"1046",2016-11-11,16,16,44,7,5,18,15,25,60,4,6,9
"1047",2016-11-12,23,16,43,5,1,34,19,17,39,4,1,13
"1048",2016-11-13,15,20,17,2,1,15,12,18,20,6,1,13
"1049",2016-11-14,20,18,12,2,2,17,18,21,12,0,3,18
"1050",2016-11-15,18,25,19,2,17,15,12,23,17,2,0,5
"1051",2016-11-16,24,27,47,3,13,29,20,24,44,4,28,16
"1052",2016-11-17,34,13,42,5,1,31,33,18,35,6,0,18
"1053",2016-11-18,22,27,55,4,3,32,23,21,56,2,3,18
"1054",2016-11-19,28,14,33,3,0,26,18,19,33,4,0,11
"1055",2016-11-20,18,12,26,5,1,17,26,12,31,4,2,10
"1056",2016-11-21,20,13,28,2,0,19,19,10,14,1,1,6
"1057",2016-11-22,19,18,27,3,4,21,27,22,32,2,4,17
"1058",2016-11-23,41,27,47,3,1,28,34,18,43,3,2,11
"1059",2016-11-24,11,9,27,2,0,16,21,20,40,3,1,14
"1060",2016-11-25,21,12,34,0,1,11,16,11,19,1,0,3
"1061",2016-11-26,19,9,50,4,2,28,26,11,57,2,3,7
"1062",2016-11-27,23,12,26,2,1,19,26,12,34,4,1,9
"1063",2016-11-28,21,25,17,5,1,22,14,14,12,2,1,10
"1064",2016-11-29,27,21,40,3,3,21,20,22,31,3,4,9
"1065",2016-11-30,26,35,28,3,3,35,21,22,31,4,1,18
"1066",2016-12-01,22,31,43,5,2,22,23,29,42,3,3,10
"1067",2016-12-02,22,13,52,8,2,20,25,31,55,10,2,15
"1068",2016-12-03,21,17,39,2,4,27,23,19,42,2,2,14
"1069",2016-12-04,12,16,45,6,0,19,13,12,30,5,0,20
"1070",2016-12-05,16,17,28,3,1,15,16,16,36,3,1,12
"1071",2016-12-06,28,23,34,2,13,36,20,16,36,3,0,15
"1072",2016-12-07,20,18,50,1,12,22,21,23,40,0,16,6
"1073",2016-12-08,24,43,59,1,3,26,14,28,53,1,10,14
"1074",2016-12-09,11,16,39,0,3,16,20,31,43,0,4,11
"1075",2016-12-10,22,14,53,2,4,30,22,13,57,1,4,11
"1076",2016-12-11,22,12,32,3,0,19,11,9,34,4,0,12
"1077",2016-12-12,32,16,17,2,1,7,31,21,14,1,1,8
"1078",2016-12-13,21,20,27,0,3,29,19,20,26,1,2,9
"1079",2016-12-14,21,22,67,7,18,40,24,12,43,2,6,16
"1080",2016-12-15,31,14,124,8,13,23,35,25,56,6,14,18
"1081",2016-12-16,22,19,26,4,3,21,21,10,110,6,13,12
"1082",2016-12-17,15,6,25,5,1,12,22,17,31,7,1,8
"1083",2016-12-18,22,10,18,2,1,14,22,10,17,3,2,10
"1084",2016-12-19,25,15,21,6,0,14,30,20,13,6,0,8
"1085",2016-12-20,21,20,34,2,5,15,19,10,33,1,2,9
"1086",2016-12-21,27,18,59,3,9,28,25,21,37,4,38,12
"1087",2016-12-22,33,20,60,2,9,24,17,15,62,2,12,13
"1088",2016-12-23,22,18,35,2,0,20,29,26,52,1,4,8
"1089",2016-12-24,10,12,28,2,1,14,18,19,32,4,1,10
"1090",2016-12-25,9,5,8,2,0,9,6,5,8,2,0,4
"1091",2016-12-26,17,8,17,4,0,13,10,4,10,3,0,10
"1092",2016-12-27,23,19,32,0,0,20,20,21,27,1,0,1
"1093",2016-12-28,36,25,51,5,2,14,41,22,54,4,1,6
"1094",2016-12-29,31,37,47,11,6,33,36,36,45,10,4,17
"1095",2016-12-30,14,11,48,3,3,26,21,15,54,3,5,11
"1096",2016-12-31,14,20,60,3,1,32,17,16,58,3,1,21
"1097",2017-01-01,20,10,25,4,1,27,15,9,29,3,1,13
"1098",2017-01-02,31,6,14,2,0,18,27,9,13,2,0,8
"1099",2017-01-03,21,17,25,3,4,18,25,11,19,2,5,7
"1100",2017-01-04,33,14,51,4,3,29,27,19,45,5,3,14
"1101",2017-01-05,28,8,53,8,1,36,33,7,38,6,2,18
"1102",2017-01-06,14,11,45,6,1,35,22,10,63,9,1,20
"1103",2017-01-07,15,11,40,3,6,19,23,10,48,2,6,13
"1104",2017-01-08,12,10,9,2,0,6,10,15,7,2,0,4
"1105",2017-01-09,24,9,17,0,3,14,20,6,19,1,1,3
"1106",2017-01-10,33,16,40,4,0,29,37,21,20,3,1,15
"1107",2017-01-11,45,22,53,3,2,25,32,16,46,2,2,9
"1108",2017-01-12,32,15,66,2,1,24,45,10,60,2,2,15
"1109",2017-01-13,17,36,55,5,6,25,33,26,67,4,3,22
"1110",2017-01-14,15,14,43,4,1,17,18,23,60,2,4,10
"1111",2017-01-15,15,8,26,2,3,25,22,12,30,3,3,13
"1112",2017-01-16,17,14,28,5,0,25,21,11,17,5,1,9
"1113",2017-01-17,30,12,43,5,1,26,22,14,40,5,2,2
"1114",2017-01-18,10,27,37,4,1,21,15,28,43,7,2,14
"1115",2017-01-19,21,16,46,4,8,18,24,33,49,4,8,5
"1116",2017-01-20,36,17,50,1,2,29,30,12,43,1,1,18
"1117",2017-01-21,27,10,24,4,16,27,19,13,32,5,14,15
"1118",2017-01-22,17,15,31,3,6,22,19,15,21,1,9,12
"1119",2017-01-23,21,32,12,1,0,12,23,17,20,3,1,12
"1120",2017-01-24,26,24,35,2,0,20,16,20,17,1,0,2
"1121",2017-01-25,24,22,15,1,5,23,28,27,32,2,3,10
"1122",2017-01-26,17,14,13,0,2,16,23,19,12,0,4,6
"1123",2017-01-27,23,22,28,4,0,20,29,19,18,4,0,6
"1124",2017-01-28,29,14,39,3,1,32,26,21,41,4,1,16
"1125",2017-01-29,16,10,39,3,3,18,19,14,42,2,4,15
"1126",2017-01-30,26,21,24,4,2,19,31,18,22,9,2,11
"1127",2017-01-31,23,16,36,5,1,17,20,12,22,2,3,4
"1128",2017-02-01,27,21,48,7,5,32,22,31,45,6,5,19
"1129",2017-02-02,35,16,50,3,7,24,27,8,42,5,4,13
"1130",2017-02-03,16,14,62,9,8,25,30,22,66,3,7,9
"1131",2017-02-04,15,17,36,3,3,24,11,19,40,8,3,14
"1132",2017-02-05,20,59,31,1,0,21,20,56,41,2,0,9
"1133",2017-02-06,12,12,32,2,0,22,14,13,24,2,0,9
"1134",2017-02-07,23,14,27,1,8,18,31,16,27,0,8,6
"1135",2017-02-08,36,17,68,5,12,18,21,19,51,5,10,9
"1136",2017-02-09,19,12,42,2,7,24,29,10,56,1,8,10
"1137",2017-02-10,26,25,33,5,0,20,27,20,39,6,0,11
"1138",2017-02-11,11,23,61,3,2,34,17,12,36,2,1,14
"1139",2017-02-12,18,15,20,0,2,24,19,21,43,1,3,13
"1140",2017-02-13,20,15,17,2,0,11,21,11,16,2,0,7
"1141",2017-02-14,30,15,21,4,6,24,26,23,16,3,6,10
"1142",2017-02-15,27,25,47,3,5,27,39,19,47,4,6,15
"1143",2017-02-16,29,21,66,8,2,19,24,14,42,5,3,9
"1144",2017-02-17,26,15,33,3,5,25,24,20,48,3,3,8
"1145",2017-02-18,27,5,49,6,0,23,31,12,54,4,0,10
"1146",2017-02-19,20,11,37,7,6,19,27,11,43,6,4,10
"1147",2017-02-20,29,15,21,5,7,16,30,14,19,4,7,8
"1148",2017-02-21,23,21,48,0,0,20,24,17,48,2,2,4
"1149",2017-02-22,31,19,69,3,7,32,28,15,53,2,6,16
"1150",2017-02-23,36,16,42,4,7,26,31,19,58,6,7,20
"1151",2017-02-24,21,16,56,4,8,29,39,17,55,4,8,15
"1152",2017-02-25,20,18,45,5,6,21,18,13,55,5,6,14
"1153",2017-02-26,10,14,29,4,1,16,10,12,26,1,1,10
"1154",2017-02-27,18,9,34,2,0,20,17,11,22,4,1,11
"1155",2017-02-28,29,21,55,2,5,23,24,20,56,1,4,8
"1156",2017-03-01,33,24,37,2,2,28,24,13,43,4,3,7
"1157",2017-03-02,26,28,47,6,1,24,37,26,41,5,0,16
"1158",2017-03-03,24,16,45,7,2,25,14,18,40,8,2,14
"1159",2017-03-04,10,12,61,4,1,14,22,13,62,0,3,9
"1160",2017-03-05,18,9,29,2,2,15,12,11,38,6,0,5
"1161",2017-03-06,19,17,35,2,0,20,24,16,23,1,0,6
"1162",2017-03-07,19,15,27,1,4,20,20,15,35,1,3,8
"1163",2017-03-08,17,18,53,0,5,27,20,18,40,0,6,18
"1164",2017-03-09,30,15,54,2,7,28,34,13,64,1,6,15
"1165",2017-03-10,37,18,41,1,2,30,33,22,45,3,2,15
"1166",2017-03-11,12,16,56,3,7,31,19,16,58,2,7,14
"1167",2017-03-12,25,7,43,1,1,19,25,11,31,2,1,12
"1168",2017-03-13,24,18,23,0,0,22,20,13,32,0,0,13
"1169",2017-03-14,16,10,13,1,0,8,19,18,16,1,0,7
"1170",2017-03-15,18,12,37,1,1,18,20,10,28,1,1,2
"1171",2017-03-16,22,13,53,5,3,23,21,16,38,0,3,14
"1172",2017-03-17,26,18,45,3,2,33,32,19,57,7,2,10
"1173",2017-03-18,32,18,50,5,1,26,25,15,50,1,0,13
"1174",2017-03-19,19,9,26,3,0,25,19,9,33,6,1,11
"1175",2017-03-20,27,15,30,2,0,20,25,15,28,2,0,12
"1176",2017-03-21,25,14,40,1,0,34,13,12,33,2,0,13
"1177",2017-03-22,17,21,30,4,2,25,30,19,35,0,1,21
"1178",2017-03-23,34,15,58,5,6,30,36,14,33,7,6,12
"1179",2017-03-24,16,23,54,7,5,34,24,16,59,5,5,21
"1180",2017-03-25,24,14,44,2,1,21,15,17,47,2,2,15
"1181",2017-03-26,23,11,42,0,1,24,39,15,54,2,1,13
"1182",2017-03-27,18,11,17,2,1,13,8,15,21,2,1,1
"1183",2017-03-28,30,20,27,1,2,24,28,21,24,1,2,17
"1184",2017-03-29,27,18,64,8,2,25,27,23,48,5,3,11
"1185",2017-03-30,24,36,49,2,2,32,20,25,56,6,1,12
"1186",2017-03-31,22,19,47,4,2,21,31,12,52,4,2,14
"1187",2017-04-01,13,10,54,5,2,18,26,28,45,2,2,5
"1188",2017-04-02,17,9,46,6,0,29,18,10,56,7,0,14
"1189",2017-04-03,20,23,24,3,1,19,17,12,23,1,1,5
"1190",2017-04-04,33,18,41,1,0,30,19,17,24,3,0,10
"1191",2017-04-05,26,15,83,4,1,29,36,13,59,5,0,18
"1192",2017-04-06,20,17,62,8,1,46,22,17,72,8,2,24
"1193",2017-04-07,17,14,68,0,6,30,19,14,78,1,5,19
"1194",2017-04-08,20,10,78,4,1,26,19,18,88,1,1,10
"1195",2017-04-09,17,10,35,2,0,34,25,13,48,5,1,19
"1196",2017-04-10,21,10,43,4,4,20,23,13,29,0,3,12
"1197",2017-04-11,32,23,43,4,2,36,24,22,36,7,3,8
"1198",2017-04-12,38,21,57,3,4,23,35,24,59,4,3,6
"1199",2017-04-13,32,15,56,2,9,36,29,15,46,2,9,20
"1200",2017-04-14,14,14,85,2,10,34,28,17,60,1,9,4
"1201",2017-04-15,13,15,55,0,1,30,16,9,93,1,2,19
"1202",2017-04-16,21,11,33,1,2,21,19,15,39,1,3,15
"1203",2017-04-17,20,23,29,0,2,20,27,25,25,0,1,6
"1204",2017-04-18,29,18,57,4,8,20,24,19,32,0,9,7
"1205",2017-04-19,34,17,30,7,4,26,38,23,48,8,6,24
"1206",2017-04-20,37,25,49,3,11,23,34,19,41,2,10,13
"1207",2017-04-21,26,23,59,4,2,36,27,24,58,4,3,8
"1208",2017-04-22,13,21,77,2,0,26,13,11,65,3,0,15
"1209",2017-04-23,19,12,43,4,0,19,20,17,59,4,0,12
