"","date_value","arrests_violent","arrests_property","arrests_drugs","arrests_firearms","arrests_other","arrests_uncategorized","charges_violent","charges_property","charges_drugs","charges_firearms","charges_other","charges_uncategorized"
"1607",2018-05-26,15,12,50,9,2,36,17,17,59,4,3,20
"1608",2018-05-27,22,11,41,5,4,38,17,11,24,9,2,13
"1609",2018-05-28,22,3,22,1,0,26,27,4,29,2,0,12
"1610",2018-05-29,29,10,38,2,1,21,26,6,25,2,0,12
"1611",2018-05-30,26,12,56,3,13,27,23,9,43,1,1,4
"1612",2018-05-31,17,19,58,3,9,35,24,16,62,2,4,11
"1613",2018-06-01,33,10,32,2,1,27,21,13,46,4,8,7
"1614",2018-06-02,37,6,63,2,1,32,27,9,51,1,0,14
"1615",2018-06-03,19,6,32,3,0,8,29,7,48,3,0,4
"1616",2018-06-04,15,13,23,0,1,24,15,10,18,2,1,4
"1617",2018-06-05,23,12,40,2,3,17,26,11,33,2,1,6
"1618",2018-06-06,25,15,31,6,2,39,36,11,38,4,1,16
"1619",2018-06-07,41,19,51,3,1,34,30,14,40,4,1,11
"1620",2018-06-08,28,13,43,2,3,19,37,19,40,2,3,7
"1621",2018-06-09,29,10,46,2,1,30,28,12,53,2,1,10
"1622",2018-06-10,23,6,23,2,1,19,26,7,17,3,0,11
"1623",2018-06-11,16,14,26,3,1,15,15,11,26,0,2,8
"1624",2018-06-12,27,12,39,4,0,29,28,14,26,2,1,10
"1625",2018-06-13,26,15,71,7,4,35,13,13,50,7,0,8
"1626",2018-06-14,25,14,57,1,1,28,28,16,49,5,1,6
"1627",2018-06-15,34,11,57,3,5,40,38,8,63,1,3,13
"1628",2018-06-16,18,14,72,7,1,24,22,15,70,7,1,11
"1629",2018-06-17,13,8,19,4,1,24,11,7,35,3,1,7
"1630",2018-06-18,28,9,34,0,0,21,24,11,16,2,0,10
"1631",2018-06-19,21,12,23,6,3,11,37,23,32,5,2,3
"1632",2018-06-20,23,29,46,4,3,37,24,11,24,6,2,9
"1633",2018-06-21,28,19,66,3,10,37,24,32,57,2,0,11
"1634",2018-06-22,20,8,43,9,0,25,25,20,64,5,0,11
"1635",2018-06-23,14,5,54,2,0,26,17,3,55,5,0,10
"1636",2018-06-24,10,6,33,3,2,17,11,9,32,1,1,9
"1637",2018-06-25,18,32,27,4,0,15,20,31,24,4,0,7
"1638",2018-06-26,23,12,41,2,1,35,22,18,34,1,0,11
"1639",2018-06-27,35,24,64,2,21,37,23,10,57,2,4,6
"1640",2018-06-28,26,29,100,3,24,27,33,27,61,5,9,12
"1641",2018-06-29,10,12,41,9,2,31,18,13,74,5,12,17
"1642",2018-06-30,13,20,47,5,1,15,13,11,56,8,0,3
"1643",2018-07-01,13,13,34,5,0,27,15,21,32,3,0,9
"1644",2018-07-02,23,12,38,3,0,19,20,7,32,4,0,7
"1645",2018-07-03,25,11,33,1,2,24,24,14,32,1,2,11
"1646",2018-07-04,20,14,16,0,3,14,17,16,27,1,0,8
"1647",2018-07-05,29,12,25,1,3,25,20,13,11,0,0,8
"1648",2018-07-06,37,8,36,4,1,20,31,5,32,4,3,11
"1649",2018-07-07,30,10,58,2,2,23,37,9,41,3,0,10
"1650",2018-07-08,14,7,21,3,0,28,25,8,42,3,2,9
"1651",2018-07-09,21,4,32,4,0,23,16,8,22,0,0,5
"1652",2018-07-10,25,15,44,2,1,28,26,16,26,6,1,11
"1653",2018-07-11,23,15,72,1,5,36,26,13,54,1,2,6
"1654",2018-07-12,22,17,51,2,4,38,31,20,73,1,0,18
"1655",2018-07-13,33,10,48,7,2,27,29,12,50,8,2,12
"1656",2018-07-14,22,5,55,3,1,23,25,2,51,3,1,4
"1657",2018-07-15,24,13,22,3,0,34,22,8,32,1,1,11
"1658",2018-07-16,21,15,28,3,1,18,19,10,20,3,1,9
"1659",2018-07-17,33,9,57,8,4,22,23,19,32,6,2,7
"1660",2018-07-18,16,19,50,2,1,36,33,16,59,7,0,11
"1661",2018-07-19,27,7,43,10,5,25,32,14,48,6,3,8
"1662",2018-07-20,31,13,54,2,7,29,29,14,41,2,5,8
"1663",2018-07-21,25,10,48,1,0,23,25,13,69,1,0,10
"1664",2018-07-22,20,12,27,3,0,17,26,15,20,2,0,15
"1665",2018-07-23,24,14,23,1,1,32,30,9,29,1,1,4
"1666",2018-07-24,20,19,41,1,2,33,17,19,19,2,2,7
"1667",2018-07-25,26,11,35,7,5,30,31,20,42,9,4,14
"1668",2018-07-26,20,26,55,13,8,39,30,20,38,11,2,9
"1669",2018-07-27,36,16,39,4,2,38,23,18,51,4,3,17
"1670",2018-07-28,13,15,48,8,1,32,22,12,52,4,1,16
"1671",2018-07-29,22,9,27,5,0,13,21,5,24,4,0,3
"1672",2018-07-30,25,10,23,3,2,11,20,10,20,5,2,2
"1673",2018-07-31,14,18,29,3,8,27,10,13,22,3,0,7
"1674",2018-08-01,36,18,40,5,18,30,23,26,39,4,7,17
"1675",2018-08-02,34,11,50,1,18,33,40,8,41,2,9,7
"1676",2018-08-03,27,11,38,2,3,28,34,19,45,1,11,16
"1677",2018-08-04,18,10,45,3,0,31,17,6,54,2,0,13
"1678",2018-08-05,12,11,21,1,0,23,14,10,21,2,0,7
"1679",2018-08-06,19,11,27,1,1,21,20,11,21,1,1,10
"1680",2018-08-07,19,9,38,2,6,30,14,7,17,1,0,9
"1681",2018-08-08,20,12,36,0,5,30,23,13,46,0,3,15
"1682",2018-08-09,24,13,39,3,2,29,27,15,34,1,1,11
"1683",2018-08-10,9,8,37,3,0,20,17,7,34,5,0,8
"1684",2018-08-11,19,10,41,2,1,26,19,12,48,3,1,13
"1685",2018-08-12,14,4,36,3,2,28,14,6,24,0,0,18
"1686",2018-08-13,18,14,30,3,0,23,25,12,34,3,2,11
"1687",2018-08-14,33,35,30,2,0,32,28,11,23,1,1,8
"1688",2018-08-15,37,13,49,7,7,28,28,27,39,8,3,12
"1689",2018-08-16,26,16,41,4,4,28,30,14,44,2,0,10
"1690",2018-08-17,22,7,35,5,4,31,25,14,35,9,1,7
"1691",2018-08-18,19,20,51,5,1,43,23,8,48,7,0,20
"1692",2018-08-19,23,10,29,5,0,23,24,17,31,4,1,10
"1693",2018-08-20,18,11,15,4,1,24,18,14,18,4,1,12
"1694",2018-08-21,33,15,46,3,14,25,30,9,26,3,3,6
"1695",2018-08-22,27,21,54,8,12,37,30,16,38,7,12,10
"1696",2018-08-23,28,41,32,3,0,29,30,24,48,5,6,13
"1697",2018-08-24,26,11,39,6,6,20,36,43,38,2,1,12
"1698",2018-08-25,22,16,39,1,11,28,16,12,50,4,4,7
"1699",2018-08-26,21,5,26,1,1,24,24,7,19,1,1,9
"1700",2018-08-27,16,12,31,3,1,25,20,9,19,1,1,13
"1701",2018-08-28,35,8,32,7,4,32,20,9,37,3,0,10
"1702",2018-08-29,27,9,42,7,6,17,25,8,32,8,5,11
"1703",2018-08-30,16,11,53,4,3,25,26,14,47,7,0,9
"1704",2018-08-31,36,13,44,1,2,28,24,11,53,3,1,11
"1705",2018-09-01,12,7,49,1,1,29,25,7,61,0,1,9
"1706",2018-09-02,22,16,48,8,0,30,15,10,29,5,0,11
"1707",2018-09-03,25,3,23,3,1,23,25,15,30,5,1,11
"1708",2018-09-04,32,13,27,8,0,34,43,8,23,6,0,8
"1709",2018-09-05,34,14,43,2,6,24,24,13,31,4,1,15
"1710",2018-09-06,19,10,21,4,1,32,23,14,43,2,3,11
"1711",2018-09-07,16,22,37,7,5,49,23,19,17,7,1,15
"1712",2018-09-08,45,9,33,1,2,20,34,15,47,3,0,15
"1713",2018-09-09,19,7,29,0,1,23,34,5,20,1,0,10
"1714",2018-09-10,20,14,31,1,0,23,18,17,17,0,1,3
"1715",2018-09-11,25,21,46,1,1,32,26,12,37,1,1,13
"1716",2018-09-12,31,13,43,4,4,35,30,19,58,4,0,15
"1717",2018-09-13,23,13,56,5,5,37,36,16,44,3,6,14
"1718",2018-09-14,21,20,49,11,3,19,26,17,54,8,1,12
"1719",2018-09-15,22,6,64,5,0,40,23,13,60,6,0,15
"1720",2018-09-16,16,8,27,1,1,24,14,8,31,3,0,15
"1721",2018-09-17,20,9,32,1,0,21,23,9,23,1,1,8
"1722",2018-09-18,23,6,26,4,3,29,16,6,41,4,2,20
"1723",2018-09-19,26,12,51,4,4,42,30,11,33,6,1,16
"1724",2018-09-20,27,11,47,11,10,33,25,12,42,5,4,7
"1725",2018-09-21,25,6,46,5,3,29,21,5,46,7,2,12
"1726",2018-09-22,34,6,61,5,3,34,32,4,62,5,1,8
"1727",2018-09-23,20,7,32,2,0,30,35,8,39,4,2,24
"1728",2018-09-24,19,8,28,4,2,17,18,5,14,3,0,7
"1729",2018-09-25,21,8,42,3,5,27,16,7,62,5,1,12
"1730",2018-09-26,24,14,37,3,5,33,21,9,38,3,6,9
"1731",2018-09-27,19,16,27,3,1,33,20,15,37,2,1,16
"1732",2018-09-28,22,11,51,2,9,32,25,14,29,3,3,7
"1733",2018-09-29,14,7,50,3,0,30,18,4,57,1,0,19
"1734",2018-09-30,23,5,19,2,2,19,21,7,28,4,1,16
"1735",2018-10-01,14,10,15,1,0,17,23,7,7,1,1,4
"1736",2018-10-02,21,8,33,3,7,21,16,8,25,2,2,9
"1737",2018-10-03,15,13,81,4,20,32,15,12,35,4,6,10
"1738",2018-10-04,25,11,65,5,23,27,33,11,63,7,18,7
"1739",2018-10-05,18,15,71,8,21,28,24,14,69,8,10,20
"1740",2018-10-06,27,11,35,4,0,26,24,10,52,5,6,17
"1741",2018-10-07,11,4,30,3,0,16,12,7,28,2,0,6
"1742",2018-10-08,18,8,29,3,1,29,11,7,29,5,1,14
"1743",2018-10-09,26,5,24,2,0,34,22,10,29,2,0,15
"1744",2018-10-10,36,12,67,2,7,29,39,8,42,2,5,15
"1745",2018-10-11,25,22,33,3,5,30,26,20,50,1,1,5
"1746",2018-10-12,20,12,33,2,6,22,32,14,26,3,4,9
"1747",2018-10-13,21,14,43,3,1,22,20,12,42,0,2,12
"1748",2018-10-14,13,12,21,4,0,28,15,11,22,7,0,14
"1749",2018-10-15,14,10,14,3,1,10,14,12,13,3,1,10
"1750",2018-10-16,24,4,40,1,7,21,15,33,21,1,3,14
"1751",2018-10-17,17,9,42,3,6,24,25,6,35,1,6,8
"1752",2018-10-18,23,20,41,4,5,24,22,29,51,5,2,8
"1753",2018-10-19,24,13,30,2,3,26,25,15,31,1,1,9
"1754",2018-10-20,16,7,42,7,0,21,12,10,42,6,1,15
"1755",2018-10-21,24,8,27,4,0,20,34,6,31,5,1,11
"1756",2018-10-22,18,26,24,1,0,20,23,8,22,1,0,4
"1757",2018-10-23,30,39,46,7,4,22,17,29,27,5,2,13
"1758",2018-10-24,12,13,44,1,5,28,29,17,41,3,4,12
"1759",2018-10-25,16,23,63,2,3,25,21,20,56,2,2,13
"1760",2018-10-26,22,15,46,4,7,24,21,15,39,4,1,7
"1761",2018-10-27,16,11,33,5,1,29,20,10,46,5,3,13
"1762",2018-10-28,15,16,26,1,0,17,17,11,30,1,0,6
"1763",2018-10-29,16,12,15,1,0,18,23,15,22,0,0,11
"1764",2018-10-30,18,21,41,0,5,29,17,13,22,1,4,4
"1765",2018-10-31,18,12,32,5,9,24,17,18,37,4,5,15
"1766",2018-11-01,19,18,34,7,1,18,15,20,32,5,2,5
"1767",2018-11-02,30,16,44,11,4,26,34,8,38,9,2,11
"1768",2018-11-03,25,9,35,4,2,19,35,10,38,7,2,7
"1769",2018-11-04,15,4,19,3,1,26,24,11,25,3,2,12
"1770",2018-11-05,18,14,29,3,1,15,18,17,31,6,1,7
"1771",2018-11-06,24,10,27,3,2,11,24,10,19,4,1,6
"1772",2018-11-07,24,7,27,1,5,22,17,5,22,1,5,6
"1773",2018-11-08,14,18,48,4,7,29,20,42,43,3,3,8
"1774",2018-11-09,15,12,47,7,1,19,17,8,45,7,0,11
"1775",2018-11-10,20,4,45,2,0,19,21,8,46,2,1,5
"1776",2018-11-11,18,7,31,4,1,17,17,7,30,4,0,3
"1777",2018-11-12,12,12,22,1,0,19,18,10,22,1,0,7
"1778",2018-11-13,12,12,24,4,5,18,11,14,29,4,4,7
"1779",2018-11-14,18,13,44,2,3,22,20,14,40,1,2,11
"1780",2018-11-15,11,12,28,2,4,18,20,10,38,4,1,16
"1781",2018-11-16,21,10,34,7,2,17,27,9,20,4,1,6
"1782",2018-11-17,20,10,39,3,0,26,13,14,36,3,0,14
"1783",2018-11-18,24,8,25,7,3,23,20,8,34,8,0,10
"1784",2018-11-19,15,8,21,4,0,19,13,10,12,5,0,9
"1785",2018-11-20,20,12,33,3,0,33,11,7,32,2,0,7
"1786",2018-11-21,25,16,60,6,3,20,25,9,49,5,1,7
"1787",2018-11-22,6,1,14,3,0,14,14,7,33,2,0,8
"1788",2018-11-23,15,13,23,1,1,15,17,21,21,0,1,5
"1789",2018-11-24,14,6,56,1,3,20,16,7,49,2,2,12
"1790",2018-11-25,14,7,18,4,1,10,16,7,14,4,1,4
"1791",2018-11-26,17,11,31,5,4,18,15,8,30,4,1,13
"1792",2018-11-27,14,16,33,3,0,22,19,14,27,4,2,13
"1793",2018-11-28,18,9,46,7,2,29,12,9,38,4,2,16
"1794",2018-11-29,26,8,31,2,4,16,37,8,31,2,2,9
"1795",2018-11-30,22,17,60,5,0,16,13,13,48,6,1,4
"1796",2018-12-01,20,11,65,1,2,27,16,13,60,2,0,6
"1797",2018-12-02,16,15,22,3,0,18,20,14,41,2,1,9
"1798",2018-12-03,19,16,32,4,2,17,18,14,30,5,1,7
"1799",2018-12-04,19,10,35,4,0,15,24,9,25,3,1,7
"1800",2018-12-05,20,18,59,1,8,25,24,16,50,2,2,10
"1801",2018-12-06,27,18,63,4,7,30,22,24,63,3,5,16
"1802",2018-12-07,30,24,48,6,3,17,27,12,42,5,1,13
"1803",2018-12-08,21,11,56,3,2,34,26,21,52,4,2,16
"1804",2018-12-09,9,7,42,5,0,22,16,4,43,5,0,13
"1805",2018-12-10,23,7,15,7,0,25,21,8,25,5,0,11
"1806",2018-12-11,28,8,29,5,0,20,22,8,21,6,0,11
"1807",2018-12-12,23,16,48,3,0,26,21,19,35,4,0,10
"1808",2018-12-13,32,15,61,4,2,26,21,12,58,5,3,10
"1809",2018-12-14,27,11,37,1,1,25,31,10,44,2,3,12
"1810",2018-12-15,20,5,63,1,3,19,20,10,63,0,0,3
"1811",2018-12-16,15,7,35,0,0,17,14,3,29,1,0,3
"1812",2018-12-17,28,5,28,2,1,18,26,7,21,2,0,7
"1813",2018-12-18,23,24,39,3,1,18,22,13,32,3,1,6
"1814",2018-12-19,35,17,38,4,6,23,31,13,47,4,3,16
"1815",2018-12-20,25,7,45,3,5,31,30,8,42,2,3,11
"1816",2018-12-21,23,8,39,6,1,23,25,8,31,5,0,8
"1817",2018-12-22,24,14,47,1,0,39,26,14,49,2,0,14
"1818",2018-12-23,24,7,30,3,0,19,25,7,23,2,0,8
"1819",2018-12-24,11,8,14,4,1,14,17,6,27,5,0,8
"1820",2018-12-25,19,4,2,0,0,5,18,6,4,0,0,4
"1821",2018-12-26,20,3,29,3,1,24,16,3,16,1,1,7
"1822",2018-12-27,24,17,65,4,5,30,23,18,50,4,1,14
"1823",2018-12-28,22,14,42,7,3,26,19,20,42,8,1,12
"1824",2018-12-29,20,7,58,9,0,23,17,6,63,8,0,11
"1825",2018-12-30,15,17,25,2,1,23,12,12,31,3,0,7
"1826",2018-12-31,19,11,20,2,1,13,16,14,24,2,0,6
"1827",2019-01-01,32,6,23,7,3,17,31,4,15,5,2,8
"1828",2019-01-02,22,6,39,4,4,29,23,7,29,3,2,11
"1829",2019-01-03,23,22,55,9,2,25,26,14,47,7,2,11
"1830",2019-01-04,23,13,69,3,2,43,30,16,61,4,2,10
"1831",2019-01-05,19,8,50,7,0,28,27,14,62,2,2,8
"1832",2019-01-06,8,3,29,1,2,8,17,5,34,6,1,8
"1833",2019-01-07,23,17,33,4,1,12,19,17,17,3,1,5
"1834",2019-01-08,25,19,31,4,15,26,26,18,35,4,5,13
"1835",2019-01-09,32,42,40,3,0,29,40,43,42,4,5,12
"1836",2019-01-10,29,18,55,3,6,22,34,20,46,4,5,5
"1837",2019-01-11,37,10,46,4,6,29,24,18,37,4,3,13
"1838",2019-01-12,20,7,59,6,0,38,26,9,45,1,1,16
"1839",2019-01-13,20,6,29,1,2,16,19,7,52,5,1,2
"1840",2019-01-14,20,11,28,9,0,17,19,9,16,5,0,17
"1841",2019-01-15,26,14,34,4,11,47,23,17,26,6,4,16
"1842",2019-01-16,39,14,52,3,1,24,41,16,51,5,1,20
"1843",2019-01-17,33,15,41,6,2,23,35,12,37,5,1,11
"1844",2019-01-18,19,13,32,2,7,42,26,19,41,2,5,9
"1845",2019-01-19,27,14,64,6,2,18,22,6,54,5,2,4
"1846",2019-01-20,15,9,25,3,0,14,22,13,36,3,0,10
"1847",2019-01-21,29,26,30,0,1,14,24,12,15,2,0,1
"1848",2019-01-22,18,21,29,7,7,27,16,26,41,5,5,7
"1849",2019-01-23,25,23,79,5,16,29,19,16,49,3,1,11
"1850",2019-01-24,21,17,65,8,16,35,22,15,63,9,1,16
"1851",2019-01-25,28,22,50,5,2,25,27,9,59,5,6,15
"1852",2019-01-26,17,10,53,3,0,22,21,23,62,3,0,14
"1853",2019-01-27,14,8,29,3,3,17,14,11,25,4,1,7
"1854",2019-01-28,20,15,32,4,4,33,24,12,32,2,5,10
"1855",2019-01-29,22,17,26,4,0,19,17,17,31,5,1,9
"1856",2019-01-30,31,13,39,5,2,24,28,10,37,4,0,10
"1857",2019-01-31,15,13,35,3,1,16,17,15,29,2,2,10
"1858",2019-02-01,19,5,28,2,5,21,24,7,33,2,1,7
"1859",2019-02-02,18,13,46,4,0,34,13,7,26,2,1,7
"1860",2019-02-03,22,8,45,2,0,15,22,5,58,5,0,7
"1861",2019-02-04,30,7,16,3,3,17,32,10,18,1,3,9
"1862",2019-02-05,25,11,43,6,3,26,25,25,32,9,0,11
"1863",2019-02-06,26,22,41,5,3,30,20,14,45,4,5,9
"1864",2019-02-07,28,20,56,5,8,19,37,38,31,6,5,12
"1865",2019-02-08,22,8,55,5,1,27,24,16,63,3,1,9
"1866",2019-02-09,23,16,41,4,0,37,21,17,52,5,0,20
"1867",2019-02-10,23,19,45,4,1,19,22,5,42,4,1,12
"1868",2019-02-11,19,24,23,4,3,14,24,20,15,4,4,11
"1869",2019-02-12,42,20,39,2,1,11,36,15,33,3,1,4
"1870",2019-02-13,20,17,31,4,6,37,16,14,36,3,3,11
"1871",2019-02-14,22,14,56,12,8,30,18,12,45,12,3,9
"1872",2019-02-15,33,9,47,6,1,27,34,8,40,7,1,12
"1873",2019-02-16,20,8,52,8,0,26,25,7,60,7,0,12
"1874",2019-02-17,37,10,39,2,3,21,32,11,41,2,0,10
"1875",2019-02-18,19,5,28,1,2,25,19,10,25,1,1,9
"1876",2019-02-19,17,24,25,1,2,23,28,23,26,3,3,7
"1877",2019-02-20,17,14,56,5,3,30,15,12,48,4,1,23
"1878",2019-02-21,25,23,27,3,3,33,19,12,38,2,1,10
"1879",2019-02-22,36,27,49,3,3,34,46,33,33,3,2,11
"1880",2019-02-23,27,7,44,6,2,27,26,11,52,5,0,20
"1881",2019-02-24,15,2,44,2,1,19,19,4,45,4,2,5
"1882",2019-02-25,38,12,12,6,1,20,23,8,20,4,1,8
"1883",2019-02-26,29,8,37,2,2,33,31,7,27,1,1,10
"1884",2019-02-27,28,9,74,7,18,28,23,22,41,5,9,4
"1885",2019-02-28,23,13,54,11,13,44,28,10,66,10,8,14
"1886",2019-03-01,28,17,26,6,1,36,26,23,46,8,4,19
"1887",2019-03-02,15,6,68,3,0,32,31,9,46,2,0,10
"1888",2019-03-03,15,8,43,6,0,24,21,12,59,3,0,9
"1889",2019-03-04,16,5,23,5,1,17,12,6,13,6,1,12
"1890",2019-03-05,21,7,31,2,2,28,12,5,23,1,0,6
"1891",2019-03-06,31,11,47,1,4,23,19,22,42,2,1,12
"1892",2019-03-07,25,12,43,8,5,31,34,7,46,7,3,10
"1893",2019-03-08,33,13,52,1,2,35,32,21,41,2,3,14
"1894",2019-03-09,14,13,69,1,1,39,17,12,70,1,1,17
"1895",2019-03-10,16,8,40,4,0,19,19,10,29,3,0,7
"1896",2019-03-11,13,10,29,4,1,19,21,7,26,3,0,8
"1897",2019-03-12,35,14,39,1,2,27,28,11,35,3,2,13
"1898",2019-03-13,38,30,40,4,2,24,30,35,39,3,2,9
"1899",2019-03-14,26,13,55,4,8,38,25,14,32,5,2,10
"1900",2019-03-15,23,62,26,3,1,30,23,21,39,3,0,9
"1901",2019-03-16,22,11,53,3,3,34,16,54,43,4,0,12
"1902",2019-03-17,14,10,28,0,0,20,18,8,33,0,3,9
"1903",2019-03-18,29,7,25,3,0,19,21,11,28,0,0,7
"1904",2019-03-19,31,14,34,2,3,20,36,19,32,2,1,10
"1905",2019-03-20,18,14,56,3,8,38,22,5,42,5,6,10
"1906",2019-03-21,26,10,40,6,4,37,20,10,44,3,2,10
"1907",2019-03-22,23,10,42,6,3,39,35,13,35,8,3,17
"1908",2019-03-23,24,9,66,6,0,30,20,4,65,3,2,12
"1909",2019-03-24,9,10,33,3,2,26,10,10,27,6,0,12
"1910",2019-03-25,19,9,26,3,3,28,15,13,30,5,1,8
"1911",2019-03-26,26,12,27,4,3,36,19,17,27,4,1,15
"1912",2019-03-27,27,13,45,6,4,31,31,12,38,2,3,11
"1913",2019-03-28,23,10,39,7,2,15,25,12,37,9,2,5
"1914",2019-03-29,30,21,50,2,7,23,29,16,48,3,1,7
"1915",2019-03-30,21,5,51,5,2,25,25,4,41,4,1,7
"1916",2019-03-31,22,8,23,2,0,25,15,8,38,2,1,7
"1917",2019-04-01,20,11,34,4,4,29,17,10,19,4,2,12
"1918",2019-04-02,29,11,30,5,1,32,29,14,33,3,0,15
"1919",2019-04-03,26,16,40,3,3,43,21,13,40,5,1,16
"1920",2019-04-04,29,12,45,8,3,33,32,9,39,10,1,8
"1921",2019-04-05,26,10,56,5,3,22,18,2,47,3,1,9
"1922",2019-04-06,24,4,49,6,0,22,16,3,56,6,1,10
"1923",2019-04-07,13,6,22,9,2,19,17,2,30,10,1,11
"1924",2019-04-08,23,12,25,0,2,27,13,10,19,1,2,10
"1925",2019-04-09,15,16,33,3,1,33,20,18,25,2,0,13
"1926",2019-04-10,33,8,51,8,8,42,26,10,31,6,4,20
"1927",2019-04-11,14,14,56,2,8,34,23,21,44,4,4,15
"1928",2019-04-12,21,15,57,6,3,26,13,7,65,6,3,12
"1929",2019-04-13,25,11,46,5,0,34,21,12,63,3,1,9
"1930",2019-04-14,13,3,31,1,4,16,19,2,27,2,3,6
"1931",2019-04-15,18,11,15,1,3,28,17,6,24,0,2,10
"1932",2019-04-16,34,4,31,6,12,46,22,9,20,4,4,22
"1933",2019-04-17,29,11,61,6,15,41,44,10,39,7,5,12
"1934",2019-04-18,25,7,67,3,20,35,30,7,56,6,14,16
"1935",2019-04-19,22,7,59,3,0,34,33,6,71,3,11,18
"1936",2019-04-20,22,12,49,8,1,26,20,8,44,8,0,8
"1937",2019-04-21,20,9,21,6,1,22,19,9,38,7,3,8
"1938",2019-04-22,17,8,31,2,0,29,28,11,18,2,1,17
"1939",2019-04-23,35,20,29,1,2,41,19,15,33,0,1,18
"1940",2019-04-24,20,11,43,10,5,35,51,18,32,11,2,15
"1941",2019-04-25,42,14,37,7,4,43,32,6,45,6,1,11
"1942",2019-04-26,24,7,36,7,3,19,34,17,34,4,0,18
"1943",2019-04-27,26,6,37,5,1,46,25,9,34,4,1,33
"1944",2019-04-28,21,15,24,0,2,26,21,16,37,3,1,10
"1945",2019-04-29,21,14,17,2,1,29,23,12,11,0,1,11
"1946",2019-04-30,30,13,21,6,4,29,31,11,14,5,2,14
"1947",2019-05-01,50,18,40,4,5,39,41,16,30,5,2,13
"1948",2019-05-02,27,16,56,2,2,38,28,14,41,2,0,12
"1949",2019-05-03,30,18,47,6,4,27,33,18,41,4,3,13
"1950",2019-05-04,30,12,46,4,1,37,29,11,57,4,1,12
"1951",2019-05-05,20,8,45,4,1,25,20,8,39,3,2,9
"1952",2019-05-06,30,6,17,6,0,22,39,12,24,6,0,6
"1953",2019-05-07,41,16,48,2,5,35,41,7,33,2,1,14
"1954",2019-05-08,38,14,38,7,5,27,30,14,33,9,3,12
"1955",2019-05-09,41,12,44,10,2,41,35,12,36,7,1,11
"1956",2019-05-10,20,9,50,8,2,25,33,10,56,10,1,11
"1957",2019-05-11,27,6,47,9,0,33,23,9,43,8,0,11
"1958",2019-05-12,24,3,20,4,1,17,20,12,25,5,1,8
"1959",2019-05-13,28,9,34,1,1,21,45,8,26,2,1,6
"1960",2019-05-14,26,19,44,6,4,25,17,9,29,2,0,8
"1961",2019-05-15,23,15,37,5,1,37,21,20,45,5,1,8
"1962",2019-05-16,22,10,29,7,6,31,18,12,38,10,2,15
"1963",2019-05-17,23,14,29,4,2,33,33,24,29,5,0,10
"1964",2019-05-18,19,15,42,2,2,40,18,16,38,3,4,19
"1965",2019-05-19,37,17,33,4,0,26,39,17,33,3,0,11
"1966",2019-05-20,24,12,28,2,1,20,30,14,16,2,1,6
"1967",2019-05-21,19,14,25,6,4,25,29,7,32,7,1,19
"1968",2019-05-22,32,10,47,3,4,37,29,17,27,3,1,20
"1969",2019-05-23,21,12,49,7,6,30,26,8,47,6,6,14
"1970",2019-05-24,36,10,41,8,3,30,30,11,43,9,2,8
"1971",2019-05-25,30,7,40,2,1,27,41,8,46,4,0,12
"1972",2019-05-26,18,7,34,5,0,21,31,9,40,3,0,8
"1973",2019-05-27,23,7,16,3,0,18,21,4,22,4,0,5
"1974",2019-05-28,28,19,41,6,2,28,26,16,28,4,1,15
"1975",2019-05-29,29,15,32,4,9,32,34,22,38,5,4,16
"1976",2019-05-30,30,15,39,3,3,32,29,19,22,3,2,9
"1977",2019-05-31,22,14,43,4,3,42,24,14,43,2,4,16
"1978",2019-06-01,29,7,69,3,2,34,24,7,60,3,2,13
"1979",2019-06-02,23,5,32,1,2,20,21,5,56,2,2,2
"1980",2019-06-03,24,13,22,4,1,37,24,4,23,3,1,10
"1981",2019-06-04,14,17,19,3,6,32,19,11,11,4,1,14
"1982",2019-06-05,36,12,103,8,23,35,22,13,52,7,8,5
"1983",2019-06-06,29,8,75,3,20,42,33,8,68,5,6,14
"1984",2019-06-07,21,5,48,4,18,27,24,7,64,2,20,8
"1985",2019-06-08,38,5,59,3,1,32,39,8,69,5,3,13
"1986",2019-06-09,31,11,25,2,0,25,23,8,40,1,3,13
"1987",2019-06-10,28,13,19,3,2,28,36,15,14,3,0,8
"1988",2019-06-11,31,13,48,5,4,30,26,8,20,5,2,7
"1989",2019-06-12,27,14,49,5,4,29,39,20,46,4,2,14
"1990",2019-06-13,30,20,58,3,3,31,26,19,58,4,1,13
"1991",2019-06-14,22,11,41,5,1,29,24,13,49,5,5,15
"1992",2019-06-15,15,9,56,9,0,30,11,5,50,9,0,8
"1993",2019-06-16,16,6,23,3,0,28,14,4,32,4,0,10
"1994",2019-06-17,40,11,36,3,0,29,36,13,24,2,0,10
"1995",2019-06-18,28,8,42,4,1,36,30,8,32,2,2,13
"1996",2019-06-19,34,22,52,4,3,49,30,13,42,6,2,22
"1997",2019-06-20,46,20,39,10,7,33,44,26,60,7,3,12
"1998",2019-06-21,26,4,40,13,3,32,33,11,40,14,3,12
"1999",2019-06-22,21,7,30,5,0,30,34,6,45,6,0,10
"2000",2019-06-23,22,7,21,6,0,18,18,7,20,6,0,4
"2001",2019-06-24,28,12,16,8,2,21,27,12,11,4,0,5
"2002",2019-06-25,34,6,35,8,0,23,27,3,20,7,1,7
"2003",2019-06-26,40,14,49,4,4,37,25,7,42,6,1,6
